title,category,secondary_category,type
menerima upah lemubr,gaji,komisi,pemasukan
daat smubangan tak terduga,hadiah,sumbangan,pemasukan
obat batuk bulanan,kesehatan,obat,pengeluaran
bayar kredit buln ini,tagihan,kredit,pengeluaran
etoll,transport,pribadi,pengeluaran
diterima uah proyek,gaji,gaji,pemasukan
sepatu shope,belanja,fashion,pengeluaran
cashback gopay dr tante,hadiah,reward,pemasukan
bayar bayaran ke tomoro coffee,tagihan,tagihan,pengeluaran
nerima komisi penjualan dari klien,gaji,komisi,pemasukan
naik busway,transport,umum,pengeluaran
rezeki nmomplok dr saudara,hadiah,sumbangan,pemasukan
kado uang dr teman,hadiah,kado,pemasukan
dapet penghasilan bulanan,gaji,gaji,pemasukan
byr honor ke klien,tagihan,tagihan,pengeluaran
naik kereta cepat,transport,umum,pengeluaran
fried chicken bareng teman,makanan,makanan,pengeluaran
beli apotek di apotik,kesehatan,apotek,pengeluaran
bayar check up,kesehatan,prosedur,pengeluaran
nerima uang lembur,gaji,komisi,pemasukan
kasih gaji karyawan,tagihan,gaji_pihak3,pengeluaran
es kopi susu take away,minuman,jajanan,pengeluaran
belanja family maart,belanja,harian,pengeluaran
gaji harian ke rekening,gaji,gaji,pemasukan
beli headset,belanja,elektronik,pengeluaran
bayar token pln bulan allu,tagihan,utilitas,pengeluaran
indriver barusan,transport,online,pengeluaran
karaoke smaa pacar,hiburan,aktivitas,pengeluaran
menerima bonus kinerja,gaji,bonus,pemasukan
makan batagor,makanan,jajanan,pengeluaran
pesan ayam goreng,makanan,makanan,pengeluaran
cashback gopay dr sudara,hadiah,reward,pemasukan
jus mangga sore tadi,minuman,jajanan,pengeluaran
beli paracetamol di apottik,kesehatan,obat,pengeluaran
beli di yoshinoya,makanan,makanan,pengeluaran
frappuccino di kafe,minuman,jajanan,pengeluaran
ngopi di xing fu tang,minuman,jajanan,pengeluaran
warisan dai otru,hadiah,sumbangan,pemasukan
reward aplikasi dari om,hadiah,reward,pemasukan
jajan sate padang,makanan,makanan,pengeluaran
kereta api ke gym,transport,umum,pengeluaran
gaji part time bulan lalu,gaji,gaji,pemasukan
pkaet data indsoat,tagihan,tagihan,pengeluaran
beri bonus karyawan bulan ini,tagihan,gaji_pihak3,pengeluaran
nerima uaph,gaji,gaji,pemasukan
gaji magang dari kantor,gaji,gaji,pemasukan
minum es jeruk,minuman,jajanan,pengeluaran
makan nasi ayam di food court,makanan,makanan,pengeluaran
pizza,makanan,makanan,pengeluaran
bayar komisi proyek ke kantor,tagihan,gaji_pihak3,pengeluaran
sate kambing siang tadi,makanan,makanan,pengeluaran
rawon bareng keluarga,makanan,makanan,pengeluaran
dapat bonus klien,gaji,bonus,pemasukan
mkn di mkn siang,makanan,makanan,pengeluaran
upah kerja dari proyek,gaji,gaji,pemasukan
minimarket,belanja,harian,pengeluaran
sriwijaya ke medan,transport,pesawat,pengeluaran
dapet slip gaji,gaji,gaji,pemasukan
nonton bola bareng keluaga,hiburan,tontonan,pengeluaran
tagihan listrik bulan ini,tagihan,utilitas,pengeluaran
orrder kopi susu,minuman,jajanan,pengeluaran
beli celana di supermarket,belanja,fashion,pengeluaran
bayar first media,tagihan,internet_pulsa,pengeluaran
nasi uduk bareng keluarga,makanan,makanan,pengeluaran
transfer fee tomoro,tagihan,gaji_pihak3,pengeluaran
belanja di belanja alfamart,belanja,harian,pengeluaran
byr indihome bulanan,tagihan,internet_pulsa,pengeluaran
terima thr darri tante,hadiah,hadiah,pemasukan
uang lembur dari bos,gaji,komisi,pemasukan
sewa rumah,tagihan,tagihan,pengeluaran
pertalite motor,transport,pribadi,pengeluaran
tempe goreng malam ini,makanan,jajanan,pengeluaran
bayar honor ke klien,tagihan,tagihan,pengeluaran
soda,minuman,jajanan,pengeluaran
gofood nasi goreng,makanan,makanan,pengeluaran
transfer ke kantor bonus,tagihan,tagihan,pengeluaran
naik taksi ke gym,transport,umum,pengeluaran
pepsi,minuman,jajanan,pengeluaran
naik grab bike ke kampus,transport,online,pengeluaran
periksa cabut gigi,kesehatan,prosedur,pengeluaran
bayar iuran keamanan tiap bulan,tagihan,iuran,pengeluaran
bpjs mandiri tiap bulan,tagihan,asuransi,pengeluaran
pesan minuman matcha,minuman,jajanan,pengeluaran
terima gaji pokok,gaji,gaji,pemasukan
byr biaya operasi,kesehatan,prosedur,pengeluaran
beli minuman es jeruk,minuman,jajanan,pengeluaran
masuk komisi dari bos,gaji,komisi,pemasukan
nonton bioskop rmae-rame,hiburan,tontonan,pengeluaran
daapt duit dari tante,hadiah,sumbangan,pemasukan
kirim gaji freelancer,tagihan,gaji_pihak3,pengeluaran
beli dagging di supermarket,belanja,harian,pengeluaran
transfer bonus ke starbucks,tagihan,gaji_pihak3,pengeluaran
sewa baddminton,hiburan,aktivitas,pengeluaran
bayar frist media bulan lalu,tagihan,tagihan,pengeluaran
asuransi jiwa bulanan,tagihan,asuransi,pengeluaran
reward dari saudara,hadiah,reward,pemasukan
bayar listrik bulanan,tagihan,utilitas,pengeluaran
dapet bayaran dari klien,gaji,gaji,pemasukan
nasi bakar di food court,makanan,makanan,pengeluaran
beli tripod di supermraket,belanja,elektronik,pengeluaran
naik maxim car ke pasar,transport,online,pengeluaran
kebun binatang ke jogja,hiburan,liburan,pengeluaran
ngopi cappuccino,minuman,jajanan,pengeluaran
masuk komisi dari perusahaan,gaji,komisi,pemasukan
yakult di cafe,minuman,minuman,pengeluaran
tagihan air bulanan,tagihan,utilitas,pengeluaran
mkn spaghetti,makanan,makanan,pengeluaran
bayar imunisasi,kesehatan,prosedur,pengeluaran
whoosh,transport,umum,pengeluaran
menang giveaway dari keluarga,hadiah,undian,pemasukan
beli tisssue di supermarket,belanja,harian,pengeluaran
maxim car ke kampus,transport,online,pengeluaran
hibah lebaaarn,hadiah,sumbangan,pemasukan
daapt duit,hadiah,sumbangan,pemasukan
topi shopee,belanja,fashion,pengeluaran
dapat komisi,gaji,komisi,pemasukan
minuman kekinian,minuman,jajanan,pengeluaran
biaya sewa sepeda,hiburan,aktivitas,pengeluaran
byar stroom listrik tiap bulan,tagihan,utilitas,pengeluaran
biaya rawat innap,kesehatan,prosedur,pengeluaran
nasi goreg,makanan,makanan,pengeluaran
langganan prime video bulanan,hiburan,streaming,pengeluaran
beli resep di apotek,kesehatan,apotek,pengeluaran
kasih komisi agen,tagihan,gaji_pihak3,pengeluaran
belanja hero,belanja,harian,pengeluaran
burger king,makanan,makanan,pengeluaran
kebab pagi tadi,makanan,makanan,pengeluaran
beli di flash coffee,minuman,jajanan,pengeluaran
gaji bulan ini bulan lalu,gaji,gaji,pemasukan
bli peralatan rumah di indomaret,belanja,harian,pengeluaran
hadiah lomba ulang tahun,hadiah,undian,pemasukan
hadiah poin tak terduuuga,hadiah,reward,pemasukan
indomie di restoran,makanan,makanan,pengeluaran
bayar iuran rt tiap buln,tagihan,iuran,pengeluaran
pecel lele bareng teman,makanan,makanan,pengeluaran
tagihan wifi bulanan,tagihan,internet_pulsa,pengeluaran
uang saku dr sauudara,hadiah,sumbangan,pemasukan
orer frappuccino,minuman,jajanan,pengeluaran
nasi campur di rumah makan,makanan,makanan,pengeluaran
kemeja,belanja,fashion,pengeluaran
beli tiket cgv,hiburan,tontonan,pengeluaran
naik grabcar ke gym,transport,online,pengeluaran
hadiah drai otru,hadiah,hadiah,pemasukan
belanja elektronik,belanja,elektronik,pengeluaran
resort ke bali,hiburan,liburan,pengeluaran
pesan bandrek,minuman,jajanan,pengeluaran
tiket cgv bareng keluarrga,hiburan,tontonan,pengeluaran
mkn siomay,makanan,jajanan,pengeluaran
kedai kopi,makanan,makanan,pengeluaran
cashback sohpee ulang tahun,hadiah,reward,pemasukan
dapat bayaran klien,gaji,gaji,pemasukan
olahraga mingguan,hiburan,aktivitas,pengeluaran
langganan streamnig,hiburan,streaming,pengeluaran
minum susu,minuman,minuman,pengeluaran
liburran baali,hiburan,liburan,pengeluaran
steak pagi tadi,makanan,makanan,pengeluaran
biyaa scaling,kesehatan,prosedur,pengeluaran
angkot tadi,transport,umum,pengeluaran
transfer insentif ke tomoro coffee,tagihan,tagihan,pengeluaran
bayar tagihan lsitrik bulanan,tagihan,tagihan,pengeluaran
juara loma dari om,hadiah,undian,pemasukan
menerima gaji tetap,gaji,gaji,pemasukan
langganan badminton,hiburan,streaming,pengeluaran
order es campur,minuman,jajanan,pengeluaran
langganan inernt,tagihan,tagihan,pengeluaran
cashback ovo ulang tahun,hadiah,reward,pemasukan
roti bakar,makanan,jajanan,pengeluaran
sushi bareng keluarga,makanan,makanan,pengeluaran
nerima upah hairan,gaji,gaji,pemasukan
minyak ikan tiap bulan,kesehatan,obat,pengeluaran
terima honor dr vendor,gaji,komisi,pemasukan
gaji ke rekening bank dari perusahaan,gaji,gaji,pemasukan
jaket blibli,belanja,fashion,pengeluaran
biaya psikiater,kesehatan,konsul,pengeluaran
naik angkot ke kantor,transport,umum,pengeluaran
siomay pagi tadi,makanan,jajanan,pengeluaran
beli mainan di laazada,belanja,harian,pengeluaran
cashback gopay dri tante,hadiah,reward,pemasukan
cumi goreng di rumah makan,makanan,makanan,pengeluaran
taro milk tea dingin,minuman,jajanan,pengeluaran
brown suugar boba di warkop,minuman,jajanan,pengeluaran
parfum blibli,belanja,fashion,pengeluaran
belanja bauh,belanja,belanja,pengeluaran
bayar uang okst bulan lalu,tagihan,tagihan,pengeluaran
belanja di pasar rtadisional,belanja,harian,pengeluaran
gaji karyawan dari klien,gaji,gaji,pemasukan
kimia farma,kesehatan,apotek,pengeluaran
minum air mineral,minuman,minuman,pengeluaran
beli vitamn d di apotek,kesehatan,apotek,pengeluaran
belanja topi,belanja,fashion,pengeluaran
kamera blibli,belanja,elektronik,pengeluaran
beri bonus tim bulanan,tagihan,gaji_pihak3,pengeluaran
pesan makan gorengan,makanan,jajanan,pengeluaran
commuter line bolak balik,transport,umum,pengeluaran
belanja skincrae,belanja,kecantikan,pengeluaran
naik maxim motor ke gym,transport,online,pengeluaran
konsul dokter gigi,kesehatan,konsul,pengeluaran
gado-gado,makanan,makanan,pengeluaran
ngisi bensin,transport,pribadi,pengeluaran
makan di tongseng,makanan,makanan,pengeluaran
gaji bulan lalu,gaji,gaji,pemasukan
dapet fee,gaji,komisi,pemasukan
naik ojek online ke pasar,transport,online,pengeluaran
nerima fee dari gojek,gaji,komisi,pemasukan
beli hp di tokopedia,belanja,elektronik,pengeluaran
bakmi siang tadi,makanan,makanan,pengeluaran
gajian thr pegawai,tagihan,tagihan,pengeluaran
cicilan mobil,tagihan,kredit,pengeluaran
nerima gaji part time,gaji,gaji,pemasukan
martabak manis di kantin,makanan,jajanan,pengeluaran
makan di batagor,makanan,jajanan,pengeluaran
naik pesan grab ke rumah,transport,online,pengeluaran
jaura lomba dari om,hadiah,undian,pemasukan
beli sego,makanan,makanan,pengeluaran
hotel booking,hiburan,liburan,pengeluaran
kopi,minuman,jajanan,pengeluaran
ebli di restoran,makanan,makanan,pengeluaran
flight pulang kampung,transport,pesawat,pengeluaran
tiket bioskop rame-rame,hiburan,tontonan,pengeluaran
byr bps kesehatan tiap bulan,tagihan,tagihan,pengeluaran
fee,gaji,komisi,pemasukan
jajan bakmi,makanan,makanan,pengeluaran
transfer gaji pembantu,tagihan,tagihan,pengeluaran
dooprize ulang athn,hadiah,undian,pemasukan
gaji ke-13 bulan ini,gaji,gaji,pemasukan
beli sabun di blibli,belanja,online_shop,pengeluaran
periksa ke konsulltasi dokter,kesehatan,konsul,pengeluaran
bayar angsuran bulanan,tagihan,kredit,pengeluaran
tripod lazada,belanja,elektronik,pengeluaran
susu segar sore tadi,minuman,minuman,pengeluaran
tagihan wifi bulan lau,tagihan,internet_pulsa,pengeluaran
beli century di aoptik,kesehatan,apotek,pengeluaran
main fitness,hiburan,aktivitas,pengeluaran
meanng giveaway,hadiah,undian,pemasukan
gaji pegawai buan ini,gaji,gaji,pemasukan
uang tip,hadiah,reward,pemasukan
gaji tetap dari kantor,gaji,gaji,pemasukan
dapat tunjangan kinerja,gaji,bonus,pemasukan
uang magang,gaji,gaji,pemasukan
makan di opor ayam,makanan,makanan,pengeluaran
makan pagi siang tadi,makanan,makanan,pengeluaran
hadiah daarri teman,hadiah,hadiah,pemasukan
uanng saku dari sauudara,hadiah,sumbangan,pemasukan
naik grb motor,transport,online,pengeluaran
mnuman kekinian,minuman,jajanan,pengeluaran
go food,makanan,makanan,pengeluaran
upah proyek,gaji,gaji,pemasukan
uanng saku dari asuudara,hadiah,sumbangan,pemasukan
bayar bpjs ketenagakerjaan,tagihan,asuransi,pengeluaran
gojek ke pasar,transport,online,pengeluaran
netflix,hiburan,streaming,pengeluaran
fee dari perusahaan,gaji,komisi,pemasukan
alat tulis tokopedia,belanja,online_shop,pengeluaran
fried chicken di kantin,makanan,makanan,pengeluaran
kimia farmma,kesehatan,apotek,pengeluaran
byar tambal gigi,kesehatan,prosedur,pengeluaran
beli kosmeitk di indomaret,belanja,harian,pengeluaran
cashbback shopee daaari saudara,hadiah,reward,pemasukan
order soto betawi di rumah mkn,makanan,makanan,pengeluaran
uang saku dari sadra,hadiah,sumbangan,pemasukan
dapat gaji,gaji,gaji,pemasukan
minum kopi hitam,minuman,jajanan,pengeluaran
hadiah giveaway dari om,hadiah,undian,pemasukan
sewa rumah blanan,tagihan,tagihan,pengeluaran
pesan sop iga,makanan,makanan,pengeluaran
dapet gaji lembbur,gaji,gaji,pemasukan
bayar langganan internet,tagihan,tagihan,pengeluaran
transfer honor ke kantor,tagihan,tagihan,pengeluaran
pesan makan malam di food court,makanan,makanan,pengeluaran
fried chicken,makanan,makanan,pengeluaran
byr medical check up,kesehatan,prosedur,pengeluaran
cinema xxi sama teman,hiburan,tontonan,pengeluaran
belanja alfamart,belanja,harian,pengeluaran
nerima komisi penjjualan,gaji,komisi,pemasukan
dapat warisan,hadiah,sumbangan,pemasukan
transfer bayaran ke starbucks,tagihan,tagihan,pengeluaran
asuransi jiwa,tagihan,asuransi,pengeluaran
makan es teler 77,makanan,makanan,pengeluaran
dapat thr ulang tahhun,hadiah,hadiah,pemasukan
beri upah tukang,tagihan,gaji_pihak3,pengeluaran
cashback lebaran,hadiah,reward,pemasukan
naik bus,transport,umum,pengeluaran
rjeki dari kelarga,hadiah,sumbangan,pemasukan
hadiah undian,hadiah,undian,pemasukan
menang givveaway,hadiah,undian,pemasukan
pesan mnman cold brew,minuman,jajanan,pengeluaran
pesan jus mangga,minuman,jajanan,pengeluaran
beli kamera di indomaret,belanja,elektronik,pengeluaran
kelapa muda sore tadi,minuman,minuman,pengeluaran
bayar uang kos bulanan,tagihan,sewa,pengeluaran
dapat fee dari mitra,gaji,komisi,pemasukan
waiirsn adri tante,hadiah,sumbangan,pemasukan
bakso urat siang tadi,makanan,makanan,pengeluaran
pesan minuman soda,minuman,jajanan,pengeluaran
langganan wetv,hiburan,streaming,pengeluaran
nonton pertandingan,hiburan,tontonan,pengeluaran
beli probbiotik,kesehatan,obat,pengeluaran
beli tempe goreng bareng keluarga,makanan,jajanan,pengeluaran
konsultasi dokkter,kesehatan,konsul,pengeluaran
thai tea dingin,minuman,jajanan,pengeluaran
booking airbnb,hiburan,liburan,pengeluaran
termometer,kesehatan,obat,pengeluaran
trasnfer komisi makelar,tagihan,gaji_pihak3,pengeluaran
ngopi di goola,minuman,jajanan,pengeluaran
aung jajan dari ortu,hadiah,hadiah,pemasukan
beli peralatan rumah di shopee,belanja,online_shop,pengeluaran
kasih bayaran kuli,tagihan,tagihan,pengeluaran
order tempe gorreng di rumah makan,makanan,makanan,pengeluaran
kirim upah harian pekerja tiap bulan,tagihan,gaji_pihak3,pengeluaran
konsultasi psikolog,kesehatan,konsul,pengeluaran
perlengkapan,belanja,harian,pengeluaran
dota 2 bulanan,hiburan,game,pengeluaran
jus bauh,minuman,jajanan,pengeluaran
pakaian shhopee,belanja,fashion,pengeluaran
earphone blibli,belanja,elektronik,pengeluaran
biaya fisioterapi,kesehatan,prosedur,pengeluaran
nerima fee dari bos,gaji,komisi,pemasukan
gaji amsuk dari klien,gaji,gaji,pemasukan
bayar periksa dokter,kesehatan,konsul,pengeluaran
futsal mingguan,hiburan,aktivitas,pengeluaran
sarapan,makanan,makanan,pengeluaran
sudah terima tunjangan,gaji,bonus,pemasukan
kosmetik,belanja,kecantikan,pengeluaran
kirim komisi proyek ke klien,tagihan,gaji_pihak3,pengeluaran
free firre bulanan,hiburan,game,pengeluaran
beli valorant,hiburan,game,pengeluaran
hadiah ulang tahn,hadiah,kado,pemasukan
order kwetiaau,makanan,makanan,pengeluaran
biaya lkinik,kesehatan,konsul,pengeluaran
hadiah uang dr tante,hadiah,hadiah,pemasukan
honor bln lalu,gaji,komisi,pemasukan
bayar prmi asuransi tiap bulan,tagihan,asuransi,pengeluaran
kas rt bulan ini,tagihan,tagihan,pengeluaran
blei peralatan rumah bau,belanja,harian,pengeluaran
argo bromo ke kampus,transport,umum,pengeluaran
order es teh,minuman,jajanan,pengeluaran
first mdia,tagihan,tagihan,pengeluaran
indomie malam ini,makanan,makanan,pengeluaran
beli di esteh indonesia,minuman,jajanan,pengeluaran
beli alat amkan,belanja,belanja,pengeluaran
beli buuku di indomaret,belanja,harian,pengeluaran
ung tip dari tante,hadiah,reward,pemasukan
sampo bkalapak,belanja,kecantikan,pengeluaran
terima kado dari tante,hadiah,kado,pemasukan
biaya puskesmas,kesehatan,konsul,pengeluaran
gaji lembur caiir,gaji,komisi,pemasukan
biznet tiap bulan,tagihan,internet_pulsa,pengeluaran
beli mouse di lazada,belanja,elektronik,pengeluaran
pesan thai tea,minuman,jajanan,pengeluaran
penghasilan bulanan via transfer,gaji,gaji,pemasukan
jadwal tes covid,kesehatan,kesehatan,pengeluaran
langganan vido bulanan,hiburan,streaming,pengeluaran
transjakarta ke gym,transport,umum,pengeluaran
konsultasi tambal gigi,kesehatan,prosedur,pengeluaran
dum,minuman,jajanan,pengeluaran
order ayam baakar,makanan,makanan,pengeluaran
tiket nonton bola,hiburan,tontonan,pengeluaran
gajiaan dari bos,gaji,gaji,pemasukan
top up diamond,hiburan,game,pengeluaran
es teh,minuman,jajanan,pengeluaran
beli obat rutin,kesehatan,obat,pengeluaran
masuk bonus dari vendor,gaji,bonus,pemasukan
beli yakult,minuman,minuman,pengeluaran
hand sannitzer,kesehatan,obat,pengeluaran
menerima gaji lembur,gaji,komisi,pemasukan
makan di roi canai,makanan,makanan,pengeluaran
mie ayam,makanan,makanan,pengeluaran
kentang goreng bareng teman,makanan,makanan,pengeluaran
periksa di klinik,kesehatan,konsul,pengeluaran
pln bulanan,tagihan,utilitas,pengeluaran
kaos tokopeia,belanja,fashion,pengeluaran
bayar ban motor,transport,pribadi,pengeluaran
beli baju,belanja,fashion,pengeluaran
tiet noonton film,hiburan,tontonan,pengeluaran
beli daging di supermarket,belanja,harian,pengeluaran
beli betadine di apotek,kesehatan,apotek,pengeluaran
traveloka hotel ke bali,hiburan,liburan,pengeluaran
gocar ke gym,transport,online,pengeluaran
beli solar,transport,pribadi,pengeluaran
es teh mannis buat kerja,minuman,jajanan,pengeluaran
blue bird ke pasar,transport,umum,pengeluaran
commuter line ke mll,transport,umum,pengeluaran
kirim ke gaji pekerja tiap bulan,tagihan,tagihan,pengeluaran
beli gulai di warteg,makanan,makanan,pengeluaran
dikasih uang lebaran,hadiah,sumbangan,pemasukan
peralatan dapur,belanja,harian,pengeluaran
cabut gigi,kesehatan,prosedur,pengeluaran
pizza di kantin,makanan,makanan,pengeluaran
sego bareng keluarga,makanan,makanan,pengeluaran
bjaj ke kampus,transport,transport,pengeluaran
