title,category,type
ke biaya opperasi,kesehatan,pengeluaran
bayar biznet tiap bulan,tagihan,pengeluaran
subscrribe langganan disney,hiburan,pengeluaran
pesan teh mains,minuman,pengeluaran
bayar indihhome bulan lalu,tagihan,pengeluaran
terima thr,hadiah,pemasukan
makan siiang di warteg,makanan,pengeluaran
jaket lzaada,belanja,pengeluaran
fee bulan ini,gaji,pemasukan
naik bus trans ke mall,transport,pengeluaran
janji jiwa,minuman,pengeluaran
kiriman otu,hadiah,pemasukan
frappuuccino take away,minuman,pengeluaran
bonus tahunan bulan lalu,gaji,pemasukan
naik kereta api ke stasiun,transport,pengeluaran
grab bike pulang,transport,pengeluaran
beanja di giant,belanja,pengeluaran
bayar youtube premium,hiburan,pengeluaran
sop iga di rumah makan,makanan,pengeluaran
tiket biosskop akhir pekan,hiburan,pengeluaran
beli sate ayam bareng teman,makanan,pengeluaran
bakso,makanan,pengeluaran
byr traveloka hotel,hiburan,pengeluaran
beli elektronik bau,belanja,pengeluaran
beli pertamax,transport,pengeluaran
tikt bioskop rame-rame,hiburan,pengeluaran
subscribe deezer,hiburan,pengeluaran
beli hp di blibli,belanja,pengeluaran
dapat rezeki tak terduga,hadiah,pemasukan
warisn dari ortu,hadiah,pemasukan
jajan nasi padang,makanan,pengeluaran
beli charger,belanja,pengeluaran
belanja di belanja indomaret,belanja,pengeluaran
grabcar,transport,pengeluaran
dapat doorprize dari ortu,hadiah,pemasukan
beli sabun di shopee,belanja,pengeluaran
ke tes darah,kesehatan,pengeluaran
tip pelangan uang tahun,hadiah,pemasukan
bonus tahunan dari proyek,gaji,pemasukan
asuransi jiwa,tagihan,pengeluaran
tiket kebbun binatang,hiburan,pengeluaran
bayar grab motor,transport,pengeluaran
bayar argo bromo,transport,pengeluaran
bntun kelluragga,hadiah,pemasukan
makan di resto,makanan,pengeluaran
haiaah dari ortu,hadiah,pemasukan
top up roblox buanan,hiburan,pengeluaran
seafood,makanan,pengeluaran
belanja asyur,belanja,pengeluaran
termometer,kesehatan,pengeluaran
jus mangga pagi,minuman,pengeluaran
nasi campur di rumah makan,makanan,pengeluaran
tripod shopee,belanja,pengeluaran
kwetiau siang tadi,makanan,pengeluaran
bpjs ketenagakerjaan bulan laalu,tagihan,pengeluaran
biaya klinik,kesehatan,pengeluaran
obt flu rutin,kesehatan,pengeluaran
beli peralatan rumah di bukalapak,belanja,pengeluaran
beli alat tulis di indmaret,belanja,pengeluaran
naiik bus trans,transport,pengeluaran
beli buku di mall,belanja,pengeluaran
naik grabcar ke bandara,transport,pengeluaran
upah buan lalu,gaji,pemasukan
bayar commuter line,transport,pengeluaran
naik pesan grab ke terminal,transport,pengeluaran
beli makanan tongseng,makanan,pengeluaran
grabcar pp,transport,pengeluaran
ayam geprek di warteg,makanan,pengeluaran
honor,gaji,pemasukan
nonton bola akhr pekan,hiburan,pengeluaran
bkuu shopee,belanja,pengeluaran
beli omega 3 di guardian,kesehatan,pengeluaran
kpr bulan lalu,tagihan,pengeluaran
beli topi di alfamart,belanja,pengeluaran
konsultasi periksa dokter,kesehatan,pengeluaran
hadiah doorprize dari om,hadiah,pemasukan
pion reward,hadiah,pemasukan
ayam goreng di kantin,makanan,pengeluaran
janji jia,minuman,pengeluaran
gaji harian dari perusahaan,gaji,pemasukan
naik maxim pp,transport,pengeluaran
beli clana di indomaret,belanja,pengeluaran
beli baju di alfamart,belanja,pengeluaran
ngopi es kopi susu,minuman,pengeluaran
beli diamond,hiburan,pengeluaran
langgganan bowling,hiburan,pengeluaran
order thai tea,minuman,pengeluaran
bayar asuransi jiwa bulan lau,tagihan,pengeluaran
ngopi brown sugar boba,minuman,pengeluaran
go car ke pasar,transport,pengeluaran
doorprize tak teruga,hadiah,pemasukan
traveloka hotel smaa keluarga,hiburan,pengeluaran
dapat hadiah dari kelarga,hadiah,pemasukan
beli makanan sarapan,makanan,pengeluaran
gorengan di kanotr,makanan,pengeluaran
naik goride ke pasar,transport,pengeluaran
tiket festival akhir pekan,hiburan,pengeluaran
terima kado dr keluarga,hadiah,pemasukan
hadih taadi,hadiah,pemasukan
beli minuman yakult,minuman,pengeluaran
subscribe youtube premium,hiburan,pengeluaran
beli plester di guardian,kesehatan,pengeluaran
minan alzada,belanja,pengeluaran
thr ke rekeniing,gaji,pemasukan
beli minuman es campur,minuman,pengeluaran
bayar kontrak rumah,tagihan,pengeluaran
langganan escape room,hiburan,pengeluaran
order soto betawi di rumah mkn,makanan,pengeluaran
kulo,minuman,pengeluaran
es teh manis,minuman,pengeluaran
deezer,hiburan,pengeluaran
beli alat makan,belanja,pengeluaran
cashbak lebaran,hadiah,pemasukan
minuman eneergi,minuman,pengeluaran
beli vitamin online,kesehatan,pengeluaran
belanja di pasar,belanja,pengeluaran
bayar scalling,kesehatan,pengeluaran
beli alkohol online,kesehatan,pengeluaran
bpjs bulan ini,tagihan,pengeluaran
minum baandrek,minuman,pengeluaran
apotek rutin,kesehatan,pengeluaran
ayam kremes,makanan,pengeluaran
langganan prime video,hiburan,pengeluaran
hadiah taadi,hadiah,pemasukan
ayam bakar bareng keluarga,makanan,pengeluaran
bps mandiri,tagihan,pengeluaran
burger di mall,makanan,pengeluaran
hadiah uang,hadiah,pemasukan
es teler 77,makanan,pengeluaran
tunjangan kinerja bulan ini,gaji,pemasukan
gaji pertama dr perusahaan,gaji,pemasukan
minum yakult,minuman,pengeluaran
beli di warteg,makanan,pengeluaran
tiket lrt ke terminal,transport,pengeluaran
order sego,makanan,pengeluaran
salay dr proyek,gaji,pemasukan
bayar iuran keamanan tiap bulan,tagihan,pengeluaran
roti canai bareng teman,makanan,pengeluaran
angsuran motr bulan lalu,tagihan,pengeluaran
upah lembur darri klin,gaji,pemasukan
dapat sumbangan dr teeman,hadiah,pemasukan
bayar cicilan hp,tagihan,pengeluaran
tiet noonton film,hiburan,pengeluaran
dapat kado tadi,hadiah,pemasukan
pesan makan mie gacoan,makanan,pengeluaran
asuransi kesehatan bulan lalu,tagihan,pengeluaran
thr,gaji,pemasukan
beli obat resep di aptoik,kesehatan,pengeluaran
yoga,hiburan,pengeluaran
liburran bali,hiburan,pengeluaran
beli oximeter online,kesehatan,pengeluaran
main badminton,hiburan,pengeluaran
subscribe apple music,hiburan,pengeluaran
bayar premi asuransi,tagihan,pengeluaran
iuran rw buln ini,tagihan,pengeluaran
peasn makan pempek,makanan,pengeluaran
go car ke stasiun,transport,pengeluaran
fee freelance dari klen,gaji,pemasukan
salary bln lalu,gaji,pemasukan
pesan minuman kopi hitam,minuman,pengeluaran
bayar kpr,tagihan,pengeluaran
beli di cfc,makanan,pengeluaran
tunjangan cair,gaji,pemasukan
paket data axis,tagihan,pengeluaran
sego di rumah makan,makanan,pengeluaran
gaji bulan ini darri kantor,gaji,pemasukan
sewa billiard,hiburan,pengeluaran
tremia hadiah,hadiah,pemasukan
cinnemaxx akhir pekan,hiburan,pengeluaran
traveloka hoetl sama keluarga,hiburan,pengeluaran
periksa psikiater,kesehatan,pengeluaran
nasi ayam pagi tadi,makanan,pengeluaran
cashack ovo dari om,hadiah,pemasukan
grabcar ke kmpus,transport,pengeluaran
paket trhee,tagihan,pengeluaran
air mineral,minuman,pengeluaran
bpjs ketenagakerjaan,tagihan,pengeluaran
siomay di food court,makanan,pengeluaran
bleanja celana,belanja,pengeluaran
bubble tea,minuman,pengeluaran
tranfseran keluarga,hadiah,pemasukan
pemasukan gaji dari bos,gaji,pemasukan
terima kado dari om,hadiah,pemasukan
togseng siang tadi,makanan,pengeluaran
free firre bulanan,hiburan,pengeluaran
bayar myrepublic tiap bulan,tagihan,pengeluaran
wifi bluanan,tagihan,pengeluaran
order ikan bakar siang tadi,makanan,pengeluaran
scaling,kesehatan,pengeluaran
order mie gacoan,makanan,pengeluaran
cashback gopay dari ortu,hadiah,pemasukan
ketupat di kanttor,makanan,pengeluaran
dapat cashbcak ulang taun,hadiah,pemasukan
kopi kenangan,minuman,pengeluaran
buku,belanja,pengeluaran
beli bakmi,makanan,pengeluaran
belli kado ulang tahun buat teman,belanja,pengeluaran
bayar kredit tiap bulan,tagihan,pengeluaran
bayar kontrak rumah bulan lalu,tagihan,pengeluaran
bayar iuran rt tiap bulan,tagihan,pengeluaran
bus ke stasiun,transport,pengeluaran
iuran sampah tiap ubllan,tagihan,pengeluaran
nasi padang di warteg,makanan,pengeluaran
beli espresso,minuman,pengeluaran
biaya ganti oli,transport,pengeluaran
bayar langgann disney,hiburan,pengeluaran
sarapan siang tadi,makanan,pengeluaran
gaji mauk via transfer,gaji,pemasukan
amplop nikahan,hadiah,pemasukan
parfum blibli,belanja,pengeluaran
beli mnman bandrek,minuman,pengeluaran
bayar sewa kos,tagihan,pengeluaran
bayar iqiyi,hiburan,pengeluaran
blue bird bolak balik,transport,pengeluaran
ban mobil,transport,pengeluaran
masuk gaji ke rekening,gaji,pemasukan
sewa lapangan mingguan,hiburan,pengeluaran
bpjs kesehatan tiap bulan,tagihan,pengeluaran
pasar tradisional,belanja,pengeluaran
perpanjang spotify,hiburan,pengeluaran
minum es doger,minuman,pengeluaran
super air jet pulang kampung,transport,pengeluaran
bayar bpjs keseahtan bulan lalu,tagihan,pengeluaran
solaria,makanan,pengeluaran
bellli perban di guardian,kesehatan,pengeluaran
gaji diterima cair,gaji,pemasukan
cicilaan motor,tagihan,pengeluaran
gaji karyawan dari klien,gaji,pemasukan
beli ultra milk,minuman,pengeluaran
teirma thr tadi,hadiah,pemasukan
cgv bareng kelluarga,hiburan,pengeluaran
beli makanan rwon,makanan,pengeluaran
gajian bulan ini,gaji,pemasukan
beli mainan di lazada,belanja,pengeluaran
tagihan internet bulan ini,tagihan,pengeluaran
beli earphone,belanja,pengeluaran
top up steaam,hiburan,pengeluaran
tiket nonton konser,hiburan,pengeluaran
top up mobile leends,hiburan,pengeluaran
vitamin bulanan,kesehatan,pengeluaran
langgannan disney pluus,hiburan,pengeluaran
skincare tokopedia,belanja,pengeluaran
dapt hadiah daari kluarga,hadiah,pemasukan
beli apotek oline,kesehatan,pengeluaran
top up gopay gamees bulanan,hiburan,pengeluaran
air putih,minuman,pengeluaran
tas tokopedia,belanja,pengeluaran
bayar tes covid,kesehatan,pengeluaran
omega 3 bulanan,kesehatan,pengeluaran
maakan kentang goreng,makanan,pengeluaran
order kopi hitam,minuman,pengeluaran
poin rwearrd lebaran,hadiah,pemasukan
capcay malam ini,makanan,pengeluaran
beli air kelapa,minuman,pengeluaran
rendang di rumah makan,makanan,pengeluaran
airasia ke medan,transport,pengeluaran
agji magang dr rpoyek,gaji,pemasukan
order ayam geprek,makanan,pengeluaran
tunjangan makan sdah cair,gaji,pemasukan
bayar pesan grab,transport,pengeluaran
langganan inernet,tagihan,pengeluaran
tahu goreng di mall,makanan,pengeluaran
pesan minuman es doger,minuman,pengeluaran
kado uag ulang tahun,hadiah,pemasukan
rejeki ulaang tahun,hadiah,pemasukan
kao uang,hadiah,pemasukan
pesan rendang,makanan,pengeluaran
belanja di rnach market,belanja,pengeluaran
beli di menantea,minuman,pengeluaran
uang magang cair,gaji,pemasukan
belli sepatu di bukalapak,belanja,pengeluaran
beli deterjen,belanja,pengeluaran
hadiah giveawway ulang tahun,hadiah,pemasukan
tiket konser akhir pekan,hiburan,pengeluaran
isi paket data xl,tagihan,pengeluaran
kpr bulanan,tagihan,pengeluaran
transjakarta ke sekolah,transport,pengeluaran
tet nonton film,hiburan,pengeluaran
beli buah,belanja,pengeluaran
peralatan dapur blibli,belanja,pengeluaran
wedang jahe di kafe,minuman,pengeluaran
terima hadiah dari keluarga,hadiah,pemasukan
beli paket data xl,tagihan,pengeluaran
ngisi bensin motr,transport,pengeluaran
belanja di hero,belanja,pengeluaran
rezeki noplok tak terduga,hadiah,pemasukan
earphone,belanja,pengeluaran
gaji ke rekennig dari perusahaan,gaji,pemasukan
langganan dissneey,hiburan,pengeluaran
bayar scaling,kesehatan,pengeluaran
beli tripod di alfamart,belanja,pengeluaran
beli matcha,minuman,pengeluaran
honor dari proyek,gaji,pemasukan
es campur dingin,minuman,pengeluaran
termma gaji sudah cair,gaji,pemasukan
kaos tokopeia,belanja,pengeluaran
beli pulsa three,tagihan,pengeluaran
gaji kontrak ke rekening,gaji,pemasukan
ramen,makanan,pengeluaran
cashhback gopay atdi,hadiah,pemasukan
uang kost bulan lalu,tagihan,pengeluaran
yakult di warkop,minuman,pengeluaran
top up game,hiburan,pengeluaran
premi asuransi,tagihan,pengeluaran
reward aplikasi tak terudga,hadiah,pemasukan
bayar biaya opersi,kesehatan,pengeluaran
paket data telkomsel,tagihan,pengeluaran
beli skincare di superamrket,belanja,pengeluaran
gulai di restoran,makanan,pengeluaran
bayar tes darrah,kesehatan,pengeluaran
nasi caampur,makanan,pengeluaran
frestea,minuman,pengeluaran
wetv,hiburan,pengeluaran
dapat hadiah ulang tahun,hadiah,pemasukan
tunjangan makan via transfer,gaji,pemasukan
ahnd sanitizer,kesehatan,pengeluaran
beli parfum di lazada,belanja,pengeluaran
mainan lzaada,belanja,pengeluaran
langganan vido bulanan,hiburan,pengeluaran
es teh mannis buat kerja,minuman,pengeluaran
gaji buulanan suah cair,gaji,pemasukan
belanja bulanan,belanja,pengeluaran
beli minuman air mineral,minuman,pengeluaran
order ayam pennyet,makanan,pengeluaran
belanja hypermarket,belanja,pengeluaran
daapt thr,hadiah,pemasukan
lalapan,makanan,pengeluaran
pecel lele di rumah makan,makanan,pengeluaran
cinema xxi weekend,hiburan,pengeluaran
konsul cabut gii,kesehatan,pengeluaran
tiket garuda pulang kamupng,transport,pengeluaran
konser musik rame-rame,hiburan,pengeluaran
lion air ke surabaya,transport,pengeluaran
bayar parkir,transport,pengeluaran
fee proyek,gaji,pemasukan
gaji bulanan suah cair,gaji,pemasukan
naik transjakarta ke sekolah,transport,pengeluaran
pesan bajgiur,minuman,pengeluaran
biaya usg,kesehatan,pengeluaran
lin air pulang kampung,transport,pengeluaran
utnjangn transport,gaji,pemasukan
pesan minuman es kopi susu,minuman,pengeluaran
gocar ke mall,transport,pengeluaran
biaya cuci motor,transport,pengeluaran
brown suugar boba di warkop,minuman,pengeluaran
periksa di rawat inap,kesehatan,pengeluaran
iqiyi,hiburan,pengeluaran
ketoprak bareng keluarga,makanan,pengeluaran
liburan bali ke bai,hiburan,pengeluaran
frappuccino di kafe,minuman,pengeluaran
resoort ke bandung,hiburan,pengeluaran
gaji harian dari kantor,gaji,pemasukan
kpr bullanan,tagihan,pengeluaran
byr commuter line,transport,pengeluaran
bayar taagihan wifi,tagihan,pengeluaran
perban,kesehatan,pengeluaran
beli keyboard di supermarket,belanja,pengeluaran
gajian dari kantor,gaji,pemasukan
dapat rezeki tak terduuga,hadiah,pemasukan
makn mcdonalds,makanan,pengeluaran
pesan shawarma,makanan,pengeluaran
jajn dimsum,makanan,pengeluaran
beli deterjen brau,belanja,pengeluaran
terima gaji adri kantor,gaji,pemasukan
klinik,kesehatan,pengeluaran
pempek di kantor,makanan,pengeluaran
pertamax,transport,pengeluaran
beli celana,belanja,pengeluaran
cinema xxi rame-rmae,hiburan,pengeluaran
belanjja deterjen,belanja,pengeluaran
pocari sweat,minuman,pengeluaran
sae ayam pagi tadi,makanan,pengeluaran
beli paracetamol di apotik,kesehatan,pengeluaran
sampo bkalapak,belanja,pengeluaran
ayam geprek,makanan,pengeluaran
ngopi taro milk tea,minuman,pengeluaran
byr rontgen,kesehatan,pengeluaran
perpanjang netflix,hiburan,pengeluaran
sewa yoga,hiburan,pengeluaran
beli mnman kopi dalgona,minuman,pengeluaran
kuota smartfren,tagihan,pengeluaran
order jus buah,minuman,pengeluaran
biaya servis mobil,transport,pengeluaran
puskesmas,kesehatan,pengeluaran
grabcar ke bandara,transport,pengeluaran
upah dari perusahaan,gaji,pemasukan
kapas,kesehatan,pengeluaran
chatime,minuman,pengeluaran
bhiun goreng di kantin,makanan,pengeluaran
beli ovaltine,minuman,pengeluaran
gaji lembur,gaji,pemasukan
pesawat ke mdean,transport,pengeluaran
upah pryek,gaji,pemasukan
makan pagi di kantor,makanan,pengeluaran
jajan indomie pagi tadi,makanan,pengeluaran
milk tea,minuman,pengeluaran
bayyar penginapan,hiburan,pengeluaran
boba,minuman,pengeluaran
beli jus buah,minuman,pengeluaran
es teh di cafe,minuman,pengeluaran
byr konsul dokter,kesehatan,pengeluaran
mkn di gorengan,makanan,pengeluaran
beli obat flu di apotik,kesehatan,pengeluaran
upah lembuur sudah cair,gaji,pemasukan
ngopi boba,minuman,pengeluaran
smoothie,minuman,pengeluaran
menang giveaway dari ortu,hadiah,pemasukan
beli tas baru,belanja,pengeluaran
nonton film sama teman,hiburan,pengeluaran
kedai kopi,makanan,pengeluaran
pizza siang tadi,makanan,pengeluaran
bayar frist media bulan lalu,tagihan,pengeluaran
kado,belanja,pengeluaran
lrt,transport,pengeluaran
bayyar kos bulan lalu,tagihan,pengeluaran
hadiah giveaway dr tante,hadiah,pemasukan
wisata sama keluraga,hiburan,pengeluaran
bayaarn dari bos,gaji,pemasukan
ebli topi di lazada,belanja,pengeluaran
batik air pulang kampung,transport,pengeluaran
mie rebus bareng teman,makanan,pengeluaran
pemasukan gaji,gaji,pemasukan
tiket biosskop akhir pean,hiburan,pengeluaran
pubg mobbile bulanan,hiburan,pengeluaran
beli makanan nasi goreng siang tadi,makanan,pengeluaran
jajan nasi liwet bareng teman,makanan,pengeluaran
naik gojek bolak balik,transport,pengeluaran
beli aksesoris hp di amll,belanja,pengeluaran
bayar kontrakan bulan lalu,tagihan,pengeluaran
bayar asuransi jiwa bulanan,tagihan,pengeluaran
maxim motor ke kampus,transport,pengeluaran
byar indihome tiap bulan,tagihan,pengeluaran
ojek online ke rumah sakit,transport,pengeluaran
paintball mingguan,hiburan,pengeluaran
ibuprofen langganan,kesehatan,pengeluaran
beli parfum di mall,belanja,pengeluaran
bajaj,transport,pengeluaran
beli vitamin c,kesehatan,pengeluaran
biaya olahraga,hiburan,pengeluaran
beli makeup di blibli,belanja,pengeluaran
bayar iuran rt,tagihan,pengeluaran
bayar asuransi bulan ini,tagihan,pengeluaran
es kelapa di kantor,minuman,pengeluaran
beli alat tulis di indomaret,belanja,pengeluaran
terma gaji sudah cair,gaji,pemasukan
tiket masuk sama teman,hiburan,pengeluaran
makan siang di food court,makanan,pengeluaran
beli minuman kopi susu,minuman,pengeluaran
ngopi di mixue,minuman,pengeluaran
beli sepatu di bukalapak,belanja,pengeluaran
nasi kuning di kantor,makanan,pengeluaran
penghasilan bulanan,gaji,pemasukan
biyaa pukesmas,kesehatan,pengeluaran
tunjangan kinerja,gaji,pemasukan
beli alat tulis di shopee,belanja,pengeluaran
beli obat batuk di apotek,kesehatan,pengeluaran
gaji mingguan bulan lalu,gaji,pemasukan
beli obat flu di century,kesehatan,pengeluaran
