title,category,type
biaya rawat innap,kesehatan,pengeluaran
nasi goreg,makanan,pengeluaran
langganan prime video bulanan,hiburan,pengeluaran
beli resep di apotek,kesehatan,pengeluaran
kasih komisi agen,tagihan,pengeluaran
belanja hero,belanja,pengeluaran
burger king,makanan,pengeluaran
kebab pagi tadi,makanan,pengeluaran
beli di flash coffee,minuman,pengeluaran
gaji bulan ini bulan lalu,gaji,pemasukan
bli peralatan rumah di indomaret,belanja,pengeluaran
hadiah lomba ulang tahun,hadiah,pemasukan
hadiah poin tak terduuuga,hadiah,pemasukan
indomie di restoran,makanan,pengeluaran
bayar iuran rt tiap buln,tagihan,pengeluaran
pecel lele bareng teman,makanan,pengeluaran
tagihan wifi bulanan,tagihan,pengeluaran
uang saku dr sauudara,hadiah,pemasukan
orer frappuccino,minuman,pengeluaran
nasi campur di rumah makan,makanan,pengeluaran
kemeja,belanja,pengeluaran
beli tiket cgv,hiburan,pengeluaran
naik grabcar ke gym,transport,pengeluaran
hadiah drai otru,hadiah,pemasukan
belanja elektronik,belanja,pengeluaran
resort ke bali,hiburan,pengeluaran
pesan bandrek,minuman,pengeluaran
tiket cgv bareng keluarrga,hiburan,pengeluaran
mkn siomay,makanan,pengeluaran
kedai kopi,makanan,pengeluaran
cashback sohpee ulang tahun,hadiah,pemasukan
dapat bayaran klien,gaji,pemasukan
olahraga mingguan,hiburan,pengeluaran
langganan streamnig,hiburan,pengeluaran
minum susu,minuman,pengeluaran
liburran baali,hiburan,pengeluaran
steak pagi tadi,makanan,pengeluaran
biyaa scaling,kesehatan,pengeluaran
angkot tadi,transport,pengeluaran
transfer insentif ke tomoro coffee,tagihan,pengeluaran
bayar tagihan lsitrik bulanan,tagihan,pengeluaran
juara loma dari om,hadiah,pemasukan
menerima gaji tetap,gaji,pemasukan
langganan badminton,hiburan,pengeluaran
order es campur,minuman,pengeluaran
langganan inernt,tagihan,pengeluaran
cashback ovo ulang tahun,hadiah,pemasukan
roti bakar,makanan,pengeluaran
sushi bareng keluarga,makanan,pengeluaran
nerima upah hairan,gaji,pemasukan
minyak ikan tiap bulan,kesehatan,pengeluaran
terima honor dr vendor,gaji,pemasukan
gaji ke rekening bank dari perusahaan,gaji,pemasukan
jaket blibli,belanja,pengeluaran
biaya psikiater,kesehatan,pengeluaran
naik angkot ke kantor,transport,pengeluaran
siomay pagi tadi,makanan,pengeluaran
beli mainan di laazada,belanja,pengeluaran
cashback gopay dri tante,hadiah,pemasukan
cumi goreng di rumah makan,makanan,pengeluaran
taro milk tea dingin,minuman,pengeluaran
brown suugar boba di warkop,minuman,pengeluaran
parfum blibli,belanja,pengeluaran
belanja bauh,belanja,pengeluaran
bayar uang okst bulan lalu,tagihan,pengeluaran
belanja di pasar rtadisional,belanja,pengeluaran
gaji karyawan dari klien,gaji,pemasukan
kimia farma,kesehatan,pengeluaran
minum air mineral,minuman,pengeluaran
beli vitamn d di apotek,kesehatan,pengeluaran
belanja topi,belanja,pengeluaran
kamera blibli,belanja,pengeluaran
beri bonus tim bulanan,tagihan,pengeluaran
pesan makan gorengan,makanan,pengeluaran
commuter line bolak balik,transport,pengeluaran
belanja skincrae,belanja,pengeluaran
naik maxim motor ke gym,transport,pengeluaran
konsul dokter gigi,kesehatan,pengeluaran
gado-gado,makanan,pengeluaran
ngisi bensin,transport,pengeluaran
makan di tongseng,makanan,pengeluaran
gaji bulan lalu,gaji,pemasukan
dapet fee,gaji,pemasukan
naik ojek online ke pasar,transport,pengeluaran
nerima fee dari gojek,gaji,pemasukan
beli hp di tokopedia,belanja,pengeluaran
bakmi siang tadi,makanan,pengeluaran
gajian thr pegawai,tagihan,pengeluaran
cicilan mobil,tagihan,pengeluaran
nerima gaji part time,gaji,pemasukan
martabak manis di kantin,makanan,pengeluaran
makan di batagor,makanan,pengeluaran
naik pesan grab ke rumah,transport,pengeluaran
jaura lomba dari om,hadiah,pemasukan
beli sego,makanan,pengeluaran
hotel booking,hiburan,pengeluaran
kopi,minuman,pengeluaran
ebli di restoran,makanan,pengeluaran
flight pulang kampung,transport,pengeluaran
tiket bioskop rame-rame,hiburan,pengeluaran
byr bps kesehatan tiap bulan,tagihan,pengeluaran
fee,gaji,pemasukan
jajan bakmi,makanan,pengeluaran
transfer gaji pembantu,tagihan,pengeluaran
dooprize ulang athn,hadiah,pemasukan
gaji ke-13 bulan ini,gaji,pemasukan
beli sabun di blibli,belanja,pengeluaran
periksa ke konsulltasi dokter,kesehatan,pengeluaran
bayar angsuran bulanan,tagihan,pengeluaran
tripod lazada,belanja,pengeluaran
susu segar sore tadi,minuman,pengeluaran
tagihan wifi bulan lau,tagihan,pengeluaran
beli century di aoptik,kesehatan,pengeluaran
main fitness,hiburan,pengeluaran
meanng giveaway,hadiah,pemasukan
gaji pegawai buan ini,gaji,pemasukan
uang tip,hadiah,pemasukan
gaji tetap dari kantor,gaji,pemasukan
dapat tunjangan kinerja,gaji,pemasukan
uang magang,gaji,pemasukan
makan di opor ayam,makanan,pengeluaran
makan pagi siang tadi,makanan,pengeluaran
hadiah daarri teman,hadiah,pemasukan
uanng saku dari sauudara,hadiah,pemasukan
naik grb motor,transport,pengeluaran
mnuman kekinian,minuman,pengeluaran
go food,makanan,pengeluaran
upah proyek,gaji,pemasukan
uanng saku dari asuudara,hadiah,pemasukan
bayar bpjs ketenagakerjaan,tagihan,pengeluaran
gojek ke pasar,transport,pengeluaran
netflix,hiburan,pengeluaran
fee dari perusahaan,gaji,pemasukan
alat tulis tokopedia,belanja,pengeluaran
fried chicken di kantin,makanan,pengeluaran
kimia farmma,kesehatan,pengeluaran
byar tambal gigi,kesehatan,pengeluaran
beli kosmeitk di indomaret,belanja,pengeluaran
cashbback shopee daaari saudara,hadiah,pemasukan
order soto betawi di rumah mkn,makanan,pengeluaran
uang saku dari sadra,hadiah,pemasukan
dapat gaji,gaji,pemasukan
minum kopi hitam,minuman,pengeluaran
hadiah giveaway dari om,hadiah,pemasukan
sewa rumah blanan,tagihan,pengeluaran
pesan sop iga,makanan,pengeluaran
dapet gaji lembbur,gaji,pemasukan
bayar langganan internet,tagihan,pengeluaran
transfer honor ke kantor,tagihan,pengeluaran
pesan makan malam di food court,makanan,pengeluaran
fried chicken,makanan,pengeluaran
byr medical check up,kesehatan,pengeluaran
cinema xxi sama teman,hiburan,pengeluaran
belanja alfamart,belanja,pengeluaran
nerima komisi penjjualan,gaji,pemasukan
dapat warisan,hadiah,pemasukan
transfer bayaran ke starbucks,tagihan,pengeluaran
asuransi jiwa,tagihan,pengeluaran
makan es teler 77,makanan,pengeluaran
dapat thr ulang tahhun,hadiah,pemasukan
beri upah tukang,tagihan,pengeluaran
cashback lebaran,hadiah,pemasukan
naik bus,transport,pengeluaran
rjeki dari kelarga,hadiah,pemasukan
hadiah undian,hadiah,pemasukan
menang givveaway,hadiah,pemasukan
pesan mnman cold brew,minuman,pengeluaran
pesan jus mangga,minuman,pengeluaran
beli kamera di indomaret,belanja,pengeluaran
kelapa muda sore tadi,minuman,pengeluaran
bayar uang kos bulanan,tagihan,pengeluaran
dapat fee dari mitra,gaji,pemasukan
waiirsn adri tante,hadiah,pemasukan
bakso urat siang tadi,makanan,pengeluaran
pesan minuman soda,minuman,pengeluaran
langganan wetv,hiburan,pengeluaran
nonton pertandingan,hiburan,pengeluaran
beli probbiotik,kesehatan,pengeluaran
beli tempe goreng bareng keluarga,makanan,pengeluaran
konsultasi dokkter,kesehatan,pengeluaran
thai tea dingin,minuman,pengeluaran
booking airbnb,hiburan,pengeluaran
termometer,kesehatan,pengeluaran
trasnfer komisi makelar,tagihan,pengeluaran
ngopi di goola,minuman,pengeluaran
aung jajan dari ortu,hadiah,pemasukan
beli peralatan rumah di shopee,belanja,pengeluaran
kasih bayaran kuli,tagihan,pengeluaran
order tempe gorreng di rumah makan,makanan,pengeluaran
kirim upah harian pekerja tiap bulan,tagihan,pengeluaran
konsultasi psikolog,kesehatan,pengeluaran
perlengkapan,belanja,pengeluaran
dota 2 bulanan,hiburan,pengeluaran
jus bauh,minuman,pengeluaran
pakaian shhopee,belanja,pengeluaran
earphone blibli,belanja,pengeluaran
biaya fisioterapi,kesehatan,pengeluaran
nerima fee dari bos,gaji,pemasukan
gaji amsuk dari klien,gaji,pemasukan
bayar periksa dokter,kesehatan,pengeluaran
futsal mingguan,hiburan,pengeluaran
sarapan,makanan,pengeluaran
sudah terima tunjangan,gaji,pemasukan
kosmetik,belanja,pengeluaran
kirim komisi proyek ke klien,tagihan,pengeluaran
free firre bulanan,hiburan,pengeluaran
beli valorant,hiburan,pengeluaran
hadiah ulang tahn,hadiah,pemasukan
order kwetiaau,makanan,pengeluaran
biaya lkinik,kesehatan,pengeluaran
hadiah uang dr tante,hadiah,pemasukan
honor bln lalu,gaji,pemasukan
bayar prmi asuransi tiap bulan,tagihan,pengeluaran
kas rt bulan ini,tagihan,pengeluaran
blei peralatan rumah bau,belanja,pengeluaran
argo bromo ke kampus,transport,pengeluaran
order es teh,minuman,pengeluaran
first mdia,tagihan,pengeluaran
indomie malam ini,makanan,pengeluaran
beli di esteh indonesia,minuman,pengeluaran
beli alat amkan,belanja,pengeluaran
beli buuku di indomaret,belanja,pengeluaran
ung tip dari tante,hadiah,pemasukan
sampo bkalapak,belanja,pengeluaran
terima kado dari tante,hadiah,pemasukan
biaya puskesmas,kesehatan,pengeluaran
gaji lembur caiir,gaji,pemasukan
biznet tiap bulan,tagihan,pengeluaran
beli mouse di lazada,belanja,pengeluaran
pesan thai tea,minuman,pengeluaran
penghasilan bulanan via transfer,gaji,pemasukan
jadwal tes covid,kesehatan,pengeluaran
langganan vido bulanan,hiburan,pengeluaran
transjakarta ke gym,transport,pengeluaran
konsultasi tambal gigi,kesehatan,pengeluaran
dum,minuman,pengeluaran
order ayam baakar,makanan,pengeluaran
tiket nonton bola,hiburan,pengeluaran
gajiaan dari bos,gaji,pemasukan
top up diamond,hiburan,pengeluaran
es teh,minuman,pengeluaran
beli obat rutin,kesehatan,pengeluaran
masuk bonus dari vendor,gaji,pemasukan
beli yakult,minuman,pengeluaran
hand sannitzer,kesehatan,pengeluaran
menerima gaji lembur,gaji,pemasukan
makan di roi canai,makanan,pengeluaran
mie ayam,makanan,pengeluaran
kentang goreng bareng teman,makanan,pengeluaran
periksa di klinik,kesehatan,pengeluaran
pln bulanan,tagihan,pengeluaran
kaos tokopeia,belanja,pengeluaran
bayar ban motor,transport,pengeluaran
beli baju,belanja,pengeluaran
tiet noonton film,hiburan,pengeluaran
beli daging di supermarket,belanja,pengeluaran
beli betadine di apotek,kesehatan,pengeluaran
traveloka hotel ke bali,hiburan,pengeluaran
gocar ke gym,transport,pengeluaran
beli solar,transport,pengeluaran
es teh mannis buat kerja,minuman,pengeluaran
blue bird ke pasar,transport,pengeluaran
commuter line ke mll,transport,pengeluaran
kirim ke gaji pekerja tiap bulan,tagihan,pengeluaran
beli gulai di warteg,makanan,pengeluaran
dikasih uang lebaran,hadiah,pemasukan
peralatan dapur,belanja,pengeluaran
cabut gigi,kesehatan,pengeluaran
pizza di kantin,makanan,pengeluaran
sego bareng keluarga,makanan,pengeluaran
bjaj ke kampus,transport,pengeluaran
gaji pegawwai,gaji,pemasukan
beli makanan baakso di kantor,makanan,pengeluaran
belanja sabun,belanja,pengeluaran
hadiah menag tak terduga,hadiah,pemasukan
bayar iuran rw bulan ini,tagihan,pengeluaran
obat langganan,kesehatan,pengeluaran
bayar asuransi kesehatan tiap bulan,tagihan,pengeluaran
spbu,transport,pengeluaran
transfer fee ke mitra,tagihan,pengeluaran
notnon festival,hiburan,pengeluaran
bonus kinerja cair,gaji,pemasukan
kasih gaji staff mingguan,tagihan,pengeluaran
ayam kremes bareng keluarga,makanan,pengeluaran
maxim motor ke stasiun,transport,pengeluaran
makan di ayam bakar di food court,makanan,pengeluaran
token pln tiap bulan,tagihan,pengeluaran
dapat honor dari tomoro coffee,gaji,pemasukan
biaya akupunktur,kesehatan,pengeluaran
dapat gaji dari bos,gaji,pemasukan
uaang thr keluarga,hadiah,pemasukan
ngopi susu segar,minuman,pengeluaran
es kopi susu panas,minuman,pengeluaran
oknsultasi tambal gigi,kesehatan,pengeluaran
terima gaji sudah cair,gaji,pemasukan
jaket bukalapak,belanja,pengeluaran
makan di nasi ayam,makanan,pengeluaran
makan di rendang malam ini,makanan,pengeluaran
tiket kereta,transport,pengeluaran
dikirimi uang dari saudara,hadiah,pemasukan
belanja di lawson,belanja,pengeluaran
free fire bulanan,hiburan,pengeluaran
bayar gaji pembantu,tagihan,pengeluaran
trktiran balik dari ortu,hadiah,pemasukan
bayar honor agen,tagihan,pengeluaran
togseng siang tadi,makanan,pengeluaran
free fire bulannan,hiburan,pengeluaran
bayar viu,hiburan,pengeluaran
sewa fitness,hiburan,pengeluaran
parkir,transport,pengeluaran
bayar uang lembur karyawan bulanan,tagihan,pengeluaran
bayar tes darah,kesehatan,pengeluaran
citilink ke medan,transport,pengeluaran
booking traveloka ohtel,hiburan,pengeluaran
minuman energi sore tadi,minuman,pengeluaran
apple muisc,hiburan,pengeluaran
bpjs ketenagakerjaan bulan laalu,tagihan,pengeluaran
beli top up pubg,hiburan,pengeluaran
geprek bensu di restoran,makanan,pengeluaran
bayaran freelance dari bos,gaji,pemasukan
makan seafood,makanan,pengeluaran
tiket xxi sama pacar,hiburan,pengeluaran
indriver ke bengkel,transport,pengeluaran
angpau,hadiah,pemasukan
kopi dalgona,minuman,pengeluaran
beli martabak telur,makanan,pengeluaran
pempek di rumah makan,makanan,pengeluaran
uanng tip tadi,hadiah,pemasukan
beli mnman susu segar,minuman,pengeluaran
minum lemon tea,minuman,pengeluaran
biaaa renang,hiburan,pengeluaran
belanja sayur,belanja,pengeluaran
wahana ke jogja,hiburan,pengeluaran
perpanjang prime video,hiburan,pengeluaran
milo,minuman,pengeluaran
ngopi latte,minuman,pengeluaran
bayar iran sampah bulan lalu,tagihan,pengeluaran
beli udang,makanan,pengeluaran
bayar bpjs ublan ini,tagihan,pengeluaran
bayar sewa kamar bulan lalu,tagihan,pengeluaran
insentif penjualan dari perusahaan,gaji,pemasukan
nerima komisi penjualan,gaji,pemasukan
dapat duit,hadiah,pemasukan
blei keyboard,belanja,pengeluaran
frestea,minuman,pengeluaran
tiket kereta pulang,transport,pengeluaran
menanng giveaway dr keluarga,hadiah,pemasukan
paket data,tagihan,pengeluaran
paket datta by.u,tagihan,pengeluaran
belanja headset,belanja,pengeluaran
sabun shopee,belanja,pengeluaran
masuk komisi penjualan dari tomoro coffee,gaji,pemasukan
dapat kado dari teman,hadiah,pemasukan
tunjaangan kinerja via transfer,gaji,pemasukan
beli makanan rendang,makanan,pengeluaran
terima honor proyek,gaji,pemasukan
beli peralatan,belanja,pengeluaran
nerima fee perusahaan,gaji,pemasukan
gaji harian,gaji,pemasukan
pulsa axis,tagihan,pengeluaran
diterima bonus kerja,gaji,pemasukan
sewa motor,hiburan,pengeluaran
makan di pecel lele,makanan,pengeluaran
aibnb ke bali,hiburan,pengeluaran
kirim thr karyawan bln ini,tagihan,pengeluaran
menerima gaji ke 13,gaji,pemasukan
ngopi di fore coffee,minuman,pengeluaran
makan bersama,makanan,pengeluaran
konsultasi psikiater,kesehatan,pengeluaran
beli sampo di supermarket,belanja,pengeluaran
bayar angsuran,tagihan,pengeluaran
goola,minuman,pengeluaran
tomoro coffee,minuman,pengeluaran
indomie,makanan,pengeluaran
bayar listrik bulan lalu,tagihan,pengeluaran
beli free fire,hiburan,pengeluaran
laangganan bowling,hiburan,pengeluaran
dapet gaji mingguan,gaji,pemasukan
nasi goreng di kantor,makanan,pengeluaran
bayar deezer,hiburan,pengeluaran
honor dr bos,gaji,pemasukan
lalapan,makanan,pengeluaran
beli watson di apotek,kesehatan,pengeluaran
naik argo bromo,transport,pengeluaran
beli minuman wedang jahe,minuman,pengeluaran
kuooota xl,tagihan,pengeluaran
byr uang lembur karyawan,tagihan,pengeluaran
bei buuku baru,belanja,pengeluaran
bayar honor ke grab,tagihan,pengeluaran
milk tea janji jiwa,minuman,pengeluaran
naik transjakarta ke sekolah,transport,pengeluaran
konsul cabut gigi,kesehatan,pengeluaran
minuman energi di kantor,minuman,pengeluaran
beli hadset baru,belanja,pengeluaran
gaji kontrak dari kantor,gaji,pemasukan
kopi kekinian,minuman,pengeluaran
beli makeup di blibli,belanja,pengeluaran
biaya usg,kesehatan,pengeluaran
bayar naik grab,transport,pengeluaran
bus ke bengkel,transport,pengeluaran
masuk gaji ke rekening bank,gaji,pemasukan
blue bird ke bandara,transport,pengeluaran
ban mobil,transport,pengeluaran
makan mcdonalds,makanan,pengeluaran
pakaian shopee,belanja,pengeluaran
makan siang di warteg,makanan,pengeluaran
go ride malam,transport,pengeluaran
cashbback shopee daaari sauddara,hadiah,pemasukan
iuran sampah tiap bulan,tagihan,pengeluaran
uang magang sudah cair,gaji,pemasukan
terima kado dari keluarga,hadiah,pemasukan
subscribe iqiyi,hiburan,pengeluaran
menang giveaway tadi,hadiah,pemasukan
bayar myrepublic,tagihan,pengeluaran
deterjen blibli,belanja,pengeluaran
beli kopi dalgona,minuman,pengeluaran
daaapt cashback dari ortu,hadiah,pemasukan
konsultasi acbut gigi,kesehatan,pengeluaran
makan gorengan,makanan,pengeluaran
terima kado dari tnate,hadiah,pemasukan
pesan minuman air kelapa,minuman,pengeluaran
transfer gaji buruh,tagihan,pengeluaran
pesan udnag,makanan,pengeluaran
cashback gopay dari tante,hadiah,pemasukan
doorprize dari keluarga,hadiah,pemasukan
order taro milk tea,minuman,pengeluaran
byr gaji staf mingguan,tagihan,pengeluaran
grab car ke bandara,transport,pengeluaran
beli obat di apotik,kesehatan,pengeluaran
beli makan siang,makanan,pengeluaran
dapaat warisan,hadiah,pemasukan
beli di gong cha,minuman,pengeluaran
belli deterjen,belanja,pengeluaran
jakket bukalapak,belanja,pengeluaran
beli kemeja di supermarket,belanja,pengeluaran
diterima gaji harian,gaji,pemasukan
biya imunisasi,kesehatan,pengeluaran
sarapan di mall,makanan,pengeluaran
gaji ke rekening bank cair,gaji,pemasukan
beli obt resep,kesehatan,pengeluaran
dapat doorprize dari om,hadiah,pemasukan
antigen,kesehatan,pengeluaran
goride ke mall,transport,pengeluaran
byr air tiap bulan,tagihan,pengeluaran
bayar biaya rumah sakit,kesehatan,pengeluaran
tiket garuda pulang kamupng,transport,pengeluaran
bayr uang kos,tagihan,pengeluaran
cappuccino sore tadi,minuman,pengeluaran
byr air bulan ini,tagihan,pengeluaran
kimia frama langganan,kesehatan,pengeluaran
peesan makan capcay,makanan,pengeluaran
bonus kerja bulan lalu,gaji,pemasukan
transfer thr pegawai tiap bulan,tagihan,pengeluaran
zalora,belanja,pengeluaran
subscribe youtube premium,hiburan,pengeluaran
sate ayam di rumah makan,makanan,pengeluaran
dapat doorprize,hadiah,pemasukan
dapt dooprrize tak trduga,hadiah,pemasukan
iuran keamanan bulan lalu,tagihan,pengeluaran
