title,category,secondary_category,type
masuk juara lomba foto bulan ini,hadiah,undian,pemasukan
ngambil uang kost diskon,tagihan,sewa,pengeluaran
byar indihome tiap bulan,tagihan,internet_pulsa,pengeluaran
pulsa telkomsel,tagihan,internet_pulsa,pengeluaran
isi guardian beli vitamin kemarin,kesehatan,apotek,pengeluaran
beri bonus tim,tagihan,gaji_pihak3,pengeluaran
bli diamond bulanan,hiburan,game,pengeluaran
marugame udon,makanan,makanan,pengeluaran
dapet kado wisuda adik prommo,hadiah,kado,pemasukan
bayar iqiyi,hiburan,streaming,pengeluaran
dapat uang lembur,gaji,komisi,pemasukan
masuk cashback ovo malam ini,hadiah,reward,pemasukan
gaji part time bulan lalu,gaji,gaji,pemasukan
pesan solar dexlite va transfer,transport,pribadi,pengeluaran
ngambil cinepolis rutin,hiburan,tontonan,pengeluaran
beli belanja shopee bulan lalu,belanja,online_shop,pengeluaran
ngambil first media bulaann promo,tagihan,internet_pulsa,pengeluaran
maan martabak manis,makanan,jajanan,pengeluaran
ditransfer dari mertua,hadiah,hadiah,pemasukan
kirim komisi kepada vendor,tagihan,gaji_pihak3,pengeluaran
byr ke tomoro coffee bayaran,tagihan,tagihan,pengeluaran
bayar taski,transport,transport,pengeluaran
kirim ke supplier,tagihan,tagihan,pengeluaran
isi susu indomilk tiap bulan,minuman,minuman,pengeluaran
angpau hari raya tadi,hadiah,kado,pemasukan
beli resep di century,kesehatan,obat,pengeluaran
langganan asuransi pendidikan baru,tagihan,asuransi,pengeluaran
mampir menantea,minuman,minuman,pengeluaran
pesan cicilan home credit id kantor,tagihan,kredit,pengeluaran
langganan kosmetik mac bareng keluarga,belanja,kecantikan,pengeluaran
shopee food seafood,makanan,makanan,pengeluaran
traktir makan siang adik,makanan,makanan,pengeluaran
transferan dari adik,hadiah,hadiah,pemasukan
paket dta there,tagihan,internet_pulsa,pengeluaran
ambil uang kost bareng teman,tagihan,sewa,pengeluaran
pesan minuman kopi,minuman,jajanan,pengeluaran
cumi goreng pagi tadi,makanan,makanan,pengeluaran
order weekend fun minggu ini,hiburan,hiburan,pengeluaran
isi kimiia farma langganan bareng keluarga,kesehatan,apotek,pengeluaran
masuk komisi dari perusahaan,gaji,komisi,pemasukan
bonus tahunan aru,gaji,bonus,pemasukan
ayam goreng di kantin,makanan,makanan,pengeluaran
dapat giveaway instagram malam ini,hadiah,undian,pemasukan
ngasih gaji pekerja bln ini,tagihan,gaji_pihak3,pengeluaran
thai tea buat kerja,minuman,jajanan,pengeluaran
menang undian dr om,hadiah,undian,pemasukan
giveaway shopee promo,hadiah,undian,pemasukan
order ojol bareng teman,transport,online,pengeluaran
beli di boba,minuman,minuman,pengeluaran
beli vitamin di century,kesehatan,obat,pengeluaran
beli termometer di apotik,kesehatan,apotek,pengeluaran
reward dari keluarga,hadiah,reward,pemasukan
beli gaji asisten rumah taangga sama temen,tagihan,gaji_pihak3,pengeluaran
pesan kemeja batik di rumah,belanja,fashion,pengeluaran
isi apple music bulan ini,hiburan,streaming,pengeluaran
bayar netfllix,hiburan,streaming,pengeluaran
laptop lenovo via transfer,belanja,elektronik,pengeluaran
beli ganti li mobil,transport,pribadi,pengeluaran
pesan iuran lingkungan tiap bulan,tagihan,iuran,pengeluaran
celana lazada,belanja,fashion,pengeluaran
kepiting bareng teman,makanan,makanan,pengeluaran
order shopping center kemarin,belanja,belanja,pengeluaran
beli futsal mingguan bareng keluarga,hiburan,aktivitas,pengeluaran
token listrik sama temen,tagihan,utilitas,pengeluaran
komisi masuk dari platform,gaji,komisi,pemasukan
ambil yakult via transfe,minuman,minuman,pengeluaran
siomay malam ini,makanan,jajanan,pengeluaran
langganan ongkos jalan kemarin,transport,transport,pengeluaran
ke rontgen,kesehatan,kesehatan,pengeluaran
naik maxim sore,transport,online,pengeluaran
biaya cabut gigi,kesehatan,prosedur,pengeluaran
bayar prime video,hiburan,streaming,pengeluaran
beli beras di supermarket,belanja,harian,pengeluaran
kopi tuku,minuman,minuman,pengeluaran
beli tripod di shopee,belanja,elektronik,pengeluaran
masuk bonus akihr tahun cash,gaji,bonus,pemasukan
ambil kereta ekonomi baru,transport,umum,pengeluaran
gjai bulan lalu,gaji,gaji,pemasukan
kirim ke papa,tagihan,tagihan,pengeluaran
biaya pukesmas,kesehatan,konsul,pengeluaran
dapet slip agji,gaji,gaji,pemasukan
beli di giant,belanja,harian,pengeluaran
gji via transfer dari perusahaan,gaji,gaji,pemasukan
perpanjang biaya kesehatan bulan lalu,kesehatan,kesehatan,pengeluaran
pesan tiket pertandingan bola di rumah,hiburan,tontonan,pengeluaran
subscribe obat batuk malam ini,kesehatan,obat,pengeluaran
ketupat di kantin,makanan,makanan,pengeluaran
beli ramen ya,makanan,makanan,pengeluaran
beli tiket pesawat lion di rumah,transport,pesawat,pengeluaran
ngambil kredit hp pagi tadi,tagihan,kredit,pengeluaran
bayaran kerja drai proyek,gaji,gaji,pemasukan
naik grab tadi,transport,online,pengeluaran
jus alpukat di kantor,minuman,jajanan,pengeluaran
pesan resort bogor maalm ini,hiburan,liburan,pengeluaran
masuk tujangan jabatan di kantor,gaji,bonus,pemasukan
order tiket xxi via transfer,hiburan,tontonan,pengeluaran
makan prasmanan,makanan,makanan,pengeluaran
biaya escpe room,hiburan,hiburan,pengeluaran
dental,kesehatan,konsul,pengeluaran
beli villa puncak malam ini,hiburan,liburan,pengeluaran
bukalapak bareng teman,belanja,online_shop,pengeluaran
perpanjang tagihan bulanna rutin,tagihan,tagihan,pengeluaran
minum kopi dalgona,minuman,jajanan,pengeluaran
jd.id,belanja,belanja,pengeluaran
badminton,hiburan,hiburan,pengeluaran
peranjang youtube premium promo,hiburan,streaming,pengeluaran
bayar bpjs ublan ini,tagihan,asuransi,pengeluaran
pempek,makanan,jajanan,pengeluaran
bayar mrt,transport,umum,pengeluaran
dapat bayaran starbucks,gaji,gaji,pemasukan
kirim bonus ke mitra,tagihan,gaji_pihak3,pengeluaran
tip dari teman tip bulan,hadiah,reward,pemasukan
dikirim dari kakek,hadiah,hadiah,pemasukan
pesan shihlin,makanan,makanan,pengeluaran
abil sunscreen wardah malam ini,belanja,kecantikan,pengeluaran
beli hand santiizer online,kesehatan,obat,pengeluaran
pesan bayar cicilan motor cash,tagihan,kredit,pengeluaran
perpanjang pertamax turbo via transfer,transport,pribadi,pengeluaran
kepiting di rumah makan,makanan,makanan,pengeluaran
honor kontributor sama temen,gaji,komisi,pemasukan
makan di martabak manis,makanan,jajanan,pengeluaran
dapet komisi dari tokopedia,gaji,komisi,pemasukan
order shopping center malam ini,belanja,belanja,pengeluaran
bahan makanan mingguan kemarin,belanja,harian,pengeluaran
beeli topi di shopee,belanja,fashion,pengeluaran
subscribe ongkos pulang via transfer,transport,transport,pengeluaran
diteriima upah bulanan,gaji,gaji,pemasukan
perpanjang ojlo ke kantor tiap bulan,transport,online,pengeluaran
dapat doorprize acara kantor diskon,hadiah,undian,pemasukan
gaji bulanan dari kantor,gaji,gaji,pemasukan
beli tiket konser dewa bareng teman,hiburan,tontonan,pengeluaran
ancol sama keluarga,hiburan,hiburan,pengeluaran
bli bakso,makanan,makanan,pengeluaran
dapet gaji pokok bulanan bareng teman,gaji,gaji,pemasukan
beli kereta eksekutif pagi tadi,transport,umum,pengeluaran
boba buat kerja,minuman,jajanan,pengeluaran
isi ongkos jalan cash,transport,transport,pengeluaran
beli mnman kopi,minuman,jajanan,pengeluaran
uag tip lebaran,hadiah,reward,pemasukan
beli nonton film,hiburan,tontonan,pengeluaran
kado pernikahan teman di kantor,hadiah,kado,pemasukan
viva apotek di rumah,kesehatan,apotek,pengeluaran
kiriman dari teman sma,hadiah,pemberian_masuk,pemasukan
ambil konser musik tiap bulan,hiburan,tontonan,pengeluaran
beli perpanjang streaming bareng keluarga,hiburan,streaming,pengeluaran
order tambal ban bulan lalu,transport,pribadi,pengeluaran
liga indonesia,hiburan,hiburan,pengeluaran
order earphone bluetooth via transfer,belanja,elektronik,pengeluaran
transfer komisi afiliasi,tagihan,gaji_pihak3,pengeluaran
beli shopping center sama temen,belanja,belanja,pengeluaran
moblie legends,hiburan,hiburan,pengeluaran
langganan beli ggame steam bulan lalu,hiburan,game,pengeluaran
subscribe daging sapi cash,belanja,harian,pengeluaran
perpanjang guardian beli vitamin via transfer,kesehatan,apotek,pengeluaran
beli bengkel mtor sama temen,transport,pribadi,pengeluaran
beli kaos di bukalapak,belanja,fashion,pengeluaran
dapet poin reward,hadiah,reward,pemasukan
pesan nonton film diskon,hiburan,tontonan,pengeluaran
skincare shopee,belanja,kecantikan,pengeluaran
dapet giveaway instagram cash,hadiah,undian,pemasukan
ebli cinemaxx,hiburan,tontonan,pengeluaran
tiket konser indonesia via transfer,hiburan,tontonan,pengeluaran
ambil deezer premium,hiburan,streaming,pengeluaran
order cinemaxx grand kemarin,hiburan,tontonan,pengeluaran
tiet kereta ke bandara,transport,umum,pengeluaran
hadiah drai otu,hadiah,hadiah,pemasukan
perpanjang grab car kemarin,transport,online,pengeluaran
pesan go jek motor sama temen,transport,online,pengeluaran
dapet angpau pernikahan diskon,hadiah,kado,pemasukan
ayam bakar di warteg,makanan,makanan,pengeluaran
order yoshinoya,makanan,makanan,pengeluaran
kereta ekonomi bulan ini,transport,umum,pengeluaran
iuran sampah bulan llau,tagihan,iuran,pengeluaran
order paracetamol ruttin bulan lalu,kesehatan,obat,pengeluaran
beli bayar bpjs kesehatan cash,tagihan,asuransi,pengeluaran
pesan iuran keberihan tiap bulan,tagihan,iuran,pengeluaran
beli sport staton,belanja,harian,pengeluaran
beli sport station,belanja,harian,pengeluaran
tambal ban bulan lalu,transport,pribadi,pengeluaran
bayar bebek goreng bareng keluarga,makanan,makanan,pengeluaran
perpanjang hp xiaomi,belanja,elektronik,pengeluaran
kiriman dari paman,hadiah,pemberian_masuk,pemasukan
uang dari kakak,hadiah,hadiah,pemasukan
billiard,hiburan,aktivitas,pengeluaran
perrpanjang biaya kesehatan rutin,kesehatan,kesehatan,pengeluaran
bayar cicillan bulan ini,tagihan,kredit,pengeluaran
gaji harian bulan ini,gaji,gaji,pemasukan
beli tas di alfamart,belanja,fashion,pengeluaran
gaji kontrak dari bos,gaji,gaji,pemasukan
pesan watson tiap bulan di rumah,kesehatan,apotek,pengeluaran
perpanjang lipstik mac bareng keluarga,belanja,kecantikan,pengeluaran
dapet gai pertama,gaji,gaji,pemasukan
bayar pdam bulan lalu,tagihan,utilitas,pengeluaran
jalan ke mall,hiburan,hiburan,pengeluaran
cumi goreng di rumah makan,makanan,makanan,pengeluaran
gaji pokok bulan ini,gaji,gaji,pemasukan
dapet honorarium acara pagi tadi,gaji,komisi,pemasukan
premi prudential tadi,tagihan,asuransi,pengeluaran
ngambil beli sesuatu tiap bulan,belanja,belanja,pengeluaran
delivery ichiran,makanan,makanan,pengeluaran
ayam penyet di kantin,makanan,makanan,pengeluaran
isi pulsa xl,tagihan,internet_pulsa,pengeluaran
ambil iuran kompleks perumahan samaa temen,tagihan,iuran,pengeluaran
pesan bayar tukang ojek di kantor,transport,transport,pengeluaran
ngambil allianz bulanan bulan lalu,tagihan,asuransi,pengeluaran
brger siang tadi,makanan,makanan,pengeluaran
langganan isi kuota bareng teman,tagihan,internet_pulsa,pengeluaran
terima komisi penjualan starbucks,gaji,komisi,pemasukan
dapt duit,hadiah,pemberian_masuk,pemasukan
perpanjang webcam logitech diskon,belanja,elektronik,pengeluaran
medical check up,kesehatan,prosedur,pengeluaran
beli kelaa muda,minuman,minuman,pengeluaran
headset tokopedia,belanja,elektronik,pengeluaran
isi beli sesuatu tiap bulan,belanja,belanja,pengeluaran
ngambil pakaian dalam di kantor,belanja,fashion,pengeluaran
bayar super air jet bareng keluarga,transport,pesawat,pengeluaran
isi bioskop xxi malam ini,hiburan,tontonan,pengeluaran
order ultra milk coklat bulan ini,minuman,minuman,pengeluaran
lembur cair,gaji,komisi,pemasukan
dapat reward aplikasi rutin,hadiah,reward,pemasukan
transfer ke uang lembur karyawan,tagihan,tagihan,pengeluaran
ngopi thai milk tea,minuman,jajanan,pengeluaran
isi beensin motor tiap bulan,transport,pribadi,pengeluaran
langganan minimarket alfamart kemarin,belanja,harian,pengeluaran
viu,hiburan,streaming,pengeluaran
beli betadine,kesehatan,kesehatan,pengeluaran
cinema rame-rame,hiburan,tontonan,pengeluaran
diterrima honor freelance bareng teman,gaji,komisi,pemasukan
ngambil bayar iuran rt promo,tagihan,iuran,pengeluaran
langganan tokopedia bulan lalu,belanja,online_shop,pengeluaran
beli makanan geprek bensu,makanan,makanan,pengeluaran
ramen di rumah makan,makanan,makanan,pengeluaran
bayar komisi penjualan gojek,tagihan,gaji_pihak3,pengeluaran
dapet insentif,gaji,bonus,pemasukan
baar kos bulan lalu,tagihan,sewa,pengeluaran
kamera bukalapak,belanja,elektronik,pengeluaran
order bayar kotnrakan bulan lalu,tagihan,sewa,pengeluaran
biaya kesehatan malam ini,kesehatan,kesehatan,pengeluaran
beli free fire diamondd malam ini,hiburan,game,pengeluaran
perpanjang steam wallet minggu ini,hiburan,game,pengeluaran
makan richeese factory,makanan,makanan,pengeluaran
idriver barusan,transport,transport,pengeluaran
beli teh manis,minuman,jajanan,pengeluaran
bayar honor pembicara cash,tagihan,tagihan,pengeluaran
ngmbil kesehatan umum bulan ini,kesehatan,kesehatan,pengeluaran
d'cost,makanan,makanan,pengeluaran
taksi ke bnegkel,transport,umum,pengeluaran
bayar kredit bulan ini,tagihan,kredit,pengeluaran
ngmbil angsuran bank bulan ini,tagihan,kredit,pengeluaran
bayar iuran lingkungan,tagihan,iuran,pengeluaran
kereta cepat ke terminal,transport,umum,pengeluaran
isi blibli sale di rumah,belanja,online_shop,pengeluaran
menerrima komisi sales bulan ini tadi,gaji,komisi,pemasukan
perpanjang kos dii kampus sama temen,tagihan,sewa,pengeluaran
hbiah lebaaarn,hadiah,hadiah,pemasukan
blibli sale cash,belanja,online_shop,pengeluaran
order wahana ancol via transfer,hiburan,liburan,pengeluaran
ancol sama teman,hiburan,hiburan,pengeluaran
terima gaji kantor,gaji,gaji,pemasukan
obat resep langganan,kesehatan,obat,pengeluaran
ambil shopee live bulan inii,belanja,online_shop,pengeluaran
beli minum susu bareng keluarga,minuman,minuman,pengeluaran
subscribe iuran air bulanan malam ini,tagihan,utilitas,pengeluaran
nonton tiket konser,hiburan,tontonan,pengeluaran
order pizza hut,makanan,makanan,pengeluaran
menerima kado wisuda adik di rumah,hadiah,kado,pemasukan
perpanjang tahu oreng via transfer,makanan,jajanan,pengeluaran
beli batagor,makanan,jajanan,pengeluaran
ngambil coklat cadbury diskon,makanan,jajanan,pengeluaran
ngasih upah karyawan tunai,tagihan,gaji_pihak3,pengeluaran
game,hiburan,game,pengeluaran
beli minuman es cendol,minuman,jajanan,pengeluaran
dapaat kado dari tman,hadiah,kado,pemasukan
makan di domino pizza,makanan,makanan,pengeluaran
beli di goola,minuman,jajanan,pengeluaran
mkn di steak di warteg,makanan,makanan,pengeluaran
subscribe beli obat di kimia fama tiap bulan,kesehatan,apotek,pengeluaran
bayar cicilan motor bulan lalu,tagihan,kredit,pengeluaran
beli foundation maybelline tiap bulan,belanja,kecantikan,pengeluaran
beli mouse bau,belanja,elektronik,pengeluaran
iuran masjid,tagihan,iuran,pengeluaran
karaoke,hiburan,aktivitas,pengeluaran
nerima insentif dari graab,gaji,bonus,pemasukan
maxim motor ke pasar,transport,online,pengeluaran
bayar bpjs bulanan,tagihan,asuransi,pengeluaran
naik indriver ke gym,transport,online,pengeluaran
hokben,makanan,makanan,pengeluaran
susu kotak bareng kelurga,minuman,minuman,pengeluaran
menerima hadiah dari teman bareng keluarga,hadiah,hadiah,pemasukan
bayar langganan intrnet tiap bulan,tagihan,tagihan,pengeluaran
bayar ke babysitter,tagihan,tagihan,pengeluaran
subscribe beli sesuatu promo,belanja,belanja,pengeluaran
mampir bakmitopa,makanan,makanan,pengeluaran
ambil cicilan mobil bulan lalu,tagihan,kredit,pengeluaran
ngambil klinik pratama bulan ini,kesehatan,konsul,pengeluaran
isi kemeja kerja sama temen,belanja,fashion,pengeluaran
jus jeruk take away,minuman,jajanan,pengeluaran
isi ganti oli motor pagi tadi,transport,pribadi,pengeluaran
beli tiket pesawat ke medan bulan lalu,transport,pesawat,pengeluaran
beli ayam goreng,makanan,makanan,pengeluaran
transfer ke rek teman,tagihan,tagihan,pengeluaran
blanja peralatan rumah,belanja,harian,pengeluaran
pesan konsultasi spesialis di rumah,kesehatan,konsul,pengeluaran
bakso urat di kantor,makanan,makanan,pengeluaran
beli becak di rumah,transport,transport,pengeluaran
pesan angsuran rumah kemarin,tagihan,kredit,pengeluaran
beli maxim car bareng teman,transport,online,pengeluaran
byr booking hotel,hiburan,liburan,pengeluaran
isi hotel jakarta bulan lalu,hiburan,liburan,pengeluaran
batik air pulang kampung,transport,transport,pengeluaran
isi belanja toko malam ini,belanja,belanja,pengeluaran
isi bpjs ketenagakerjaan bareng teman,tagihan,asuransi,pengeluaran
bayar belanja online umum tiap bulan,belanja,belanja,pengeluaran
ambil k24 langganan bulan ini,kesehatan,apotek,pengeluaran
iuran lingkungan,tagihan,iuran,pengeluaran
subscribe iuran lingkungan via rtansfer,tagihan,iuran,pengeluaran
ngambil zalora flash sale,belanja,online_shop,pengeluaran
pertalite,transport,pribadi,pengeluaran
beli air kelapa sama temen,minuman,minuman,pengeluaran
bayar kredt buln ini,tagihan,kredit,pengeluaran
tiket pesawat ke jogja baru,transport,pesawat,pengeluaran
beli kredit kppr baru,tagihan,kredit,pengeluaran
bayar apotik kimia farma dikon,kesehatan,apotek,pengeluaran
perpanjang garuda indonesia malam ini,transport,pesawat,pengeluaran
gojek maalam,transport,online,pengeluaran
bahan bakar,transport,pribadi,pengeluaran
jus jeruk di kantor,minuman,jajanan,pengeluaran
perpanjang bayar bpjs kesehatan di rumah,tagihan,asuransi,pengeluaran
tambal ban pagi tadi,transport,pribadi,pengeluaran
order tes darah lengkap tiap bulan,kesehatan,prosedur,pengeluaran
beli bensin motor,transport,pribadi,pengeluaran
langganan sabun cuci piring sama temen,belanja,harian,pengeluaran
order nsai padang,makanan,makanan,pengeluaran
soto betawi di rumah makan,makanan,makanan,pengeluaran
beli beli game steam kemarin,hiburan,game,pengeluaran
bayar roti aoka pagi tadi,makanan,jajanan,pengeluaran
first media tiap bulan,tagihan,internet_pulsa,pengeluaran
